code,name,administrativeDivision,countryCode
staskuniskis,Staškūniškis,Anykščių rajono savivaldybė,LT
stasylos,Stasylos,Šalčininkų rajono savivaldybė,LT
statikai,Statikai,Ukmergės rajono savivaldybė,LT
steponkaimis,Steponkaimis,Raseinių rajono savivaldybė,LT
stirnenai,Stirnėnai,Vilkaviškio rajono savivaldybė,LT
stonaiciai,Stonaičiai,Plungės rajono savivaldybė,LT
stoniskiai,Stoniškiai,Pagėgių savivaldybė,LT
stoubcy,Стоўбцы (Stoŭbcy),Стаўбцоўскі раён,BY
stragute,Stragutė,Tauragės rajono savivaldybė,LT
strazdiskes,Strazdiškės,Prienų rajono savivaldybė,LT
strielciai,Strielčiai,Prienų rajono savivaldybė,LT
strigailiskis,Strigailiškis,Ignalinos rajono savivaldybė,LT
striupai,Striūpai,Šakių rajono savivaldybė,LT
struikai,Struikai,Šilalės rajono savivaldybė,LT
struna,Strūna,Švenčionių rajono savivaldybė,LT
stubriai,Stubriai,Šilutės rajono savivaldybė,LT
stulgiai,Stulgiai,Kelmės rajono savivaldybė,LT
stungiai,Stungiai,Joniškio rajono savivaldybė,LT
stupurai,Stupurai,Joniškio rajono savivaldybė,LT
subaciskes,Subačiškės,Kazlų Rūdos savivaldybė,LT
subacius,Subačius,Kupiškio rajono savivaldybė,LT
subacius-2,Subačius,Kupiškio rajono savivaldybė,LT
sudava,Sūdava,Vilkaviškio rajono savivaldybė,LT
sudeikiai,Sudeikiai,Utenos rajono savivaldybė,LT
suderve,Sudervė,Vilniaus rajono savivaldybė,LT
suginciai,Suginčiai,Molėtų rajono savivaldybė,LT
sugintai,Sugintai,Šilutės rajono savivaldybė,LT
sujainiai,Sujainiai,Raseinių rajono savivaldybė,LT
sujetai,Sujetai,Panevėžio rajono savivaldybė,LT
suke,Šukė,Kretingos rajono savivaldybė,LT
sukioniai,Šukioniai,Pakruojo rajono savivaldybė,LT
sukionys,Šukionys,Biržų rajono savivaldybė,LT
sukuriai,Sūkuriai,Prienų rajono savivaldybė,LT
sumskas,Šumskas,Vilniaus rajono savivaldybė,LT
sungailiskiai,Sungailiškiai,Tauragės rajono savivaldybė,LT
sunskai,Šunskai,Marijampolės savivaldybė,LT
surdegis,Surdegis,Anykščių rajono savivaldybė,LT
surviliskis,Surviliškis,Kėdainių rajono savivaldybė,LT
susninkai,Sūsninkai,Kalvarijos savivaldybė,LT
sutkunai,Sutkūnai,Šiaulių rajono savivaldybė,LT
suvainiskis,Suvainiškis,Rokiškio rajono savivaldybė,LT
suvalkai,Suvalkai,Vilkaviškio rajono savivaldybė,LT
suvalkeliai,Suvalkėliai,Kalvarijos savivaldybė,LT
suviekas,Suviekas,Zarasų rajono savivaldybė,LT
suwalki,Suwałki,Suwałki,PL
suzionys,Sužionys,Vilniaus rajono savivaldybė,LT
svedasai,Svėdasai,Anykščių rajono savivaldybė,LT
sveicarai,Šveicarai,Vilniaus rajono savivaldybė,LT
sveicarija,Šveicarija,Jonavos rajono savivaldybė,LT
sveksna,Švėkšna,Šilutės rajono savivaldybė,LT
svencioneliai,Švenčionėliai,Švenčionių rajono savivaldybė,LT
svencionys,Švenčionys,Švenčionių rajono savivaldybė,LT
sventa,Šventa,Švenčionių rajono savivaldybė,LT
sventezeris,Šventežeris,Lazdijų rajono savivaldybė,LT
sventininkai,Šventininkai,Trakų rajono savivaldybė,LT
sventragis,Šventragis,Marijampolės savivaldybė,LT
sventupe,Šventupė,Ukmergės rajono savivaldybė,LT
svetlica,Svetlica,Marijampolės savivaldybė,LT
svetlogorsk,Светлогорск (Svetlogorsk),Светлогорский городской округ,RU
svetly,Светлый (Svetly),Светловский городской округ,RU
svideniai,Svideniai,Kupiškio rajono savivaldybė,LT
sviloniai,Sviloniai,Jonavos rajono savivaldybė,LT
svirkos,Svirkos,Švenčionių rajono savivaldybė,LT
svirnai-ii,Svirnai II,Anykščių rajono savivaldybė,LT
svobiskis,Švobiškis,Pasvalio rajono savivaldybė,LT
swidnik,Świdnik,Powiat świdnicki,PL
syliai,Šyliai,Šilutės rajono savivaldybė,LT
szczytno,Szczytno,Powiat szczycieński,PL
tabariskes,Tabariškės,Šalčininkų rajono savivaldybė,LT
talackoniai,Talačkoniai,Pasvalio rajono savivaldybė,LT
tallinn,Tallinn,Harju maakond,EE
talsi,Talsi,Talsu novads,LV
tamosiai,Tamošiai,Jurbarko rajono savivaldybė,LT
tapa,Tapa,Lääne-Viru maakond,EE
tarnenai,Tarnėnai,Vilniaus rajono savivaldybė,LT
tarprubeziai,Tarprubežiai,Kalvarijos savivaldybė,LT
tartokas,Tartokas,Šalčininkų rajono savivaldybė,LT
tartu,Tartu,Tartu maakond,EE
tarvydai,Tarvydai,Šilutės rajono savivaldybė,LT
tarvydai-2,Tarvydai,Kretingos rajono savivaldybė,LT
tauckunai,Tauckūnai,Kaišiadorių rajono savivaldybė,LT
taujenai,Taujėnai,Ukmergės rajono savivaldybė,LT
taujenai-2,Taujėnai,Ukmergės rajono savivaldybė,LT
taujunai,Taujūnai,Ignalinos rajono savivaldybė,LT
taurage,Tauragė,Tauragės rajono savivaldybė,LT
tauragnai,Tauragnai,Utenos rajono savivaldybė,LT
taurai,Taurai,Tauragės rajono savivaldybė,LT
taurupys,Taurupys,Raseinių rajono savivaldybė,LT
tausiunai,Tausiūnai,Šalčininkų rajono savivaldybė,LT
tautkaiciai,Tautkaičiai,Marijampolės savivaldybė,LT
teiberiai,Teiberiai,Vilkaviškio rajono savivaldybė,LT
teleiciai,Teleičiai,Kauno rajono savivaldybė,LT
telsiai,Telšiai,Telšių rajono savivaldybė,LT
teneniai,Teneniai,Šilalės rajono savivaldybė,LT
teresiskes,Terešiškės,Vilniaus rajono savivaldybė,LT
tetenai,Tetėnai,Šalčininkų rajono savivaldybė,LT
tetirvinai,Tetirvinai,Pasvalio rajono savivaldybė,LT
tickunai,Tičkūnai,Panevėžio rajono savivaldybė,LT
tiltagaliai,Tiltagaliai,Panevėžio rajono savivaldybė,LT
tiltai,Tiltai,Trakų rajono savivaldybė,LT
tirksliai,Tirkšliai,Mažeikių rajono savivaldybė,LT
titkoniai,Titkoniai,Pasvalio rajono savivaldybė,LT
titoniai,Titoniai,Pakruojo rajono savivaldybė,LT
toliejai,Toliejai,Molėtų rajono savivaldybė,LT
toliociai,Toliočiai,Šiaulių rajono savivaldybė,LT
toluciai,Tolučiai,Ukmergės rajono savivaldybė,LT
totorine,Totorinė,Vilniaus rajono savivaldybė,LT
totorkiemis,Totorkiemis,Vilkaviškio rajono savivaldybė,LT
trakai,Trakai,Trakų rajono savivaldybė,LT
trakenai,Trakėnai,Kalvarijos savivaldybė,LT
trakiskiai,Trakiškiai,Marijampolės savivaldybė,LT
trakiskiai-2,Trakiškiai,Kalvarijos savivaldybė,LT
trakiskis,Trakiškis,Panevėžio rajono savivaldybė,LT
traksedis,Traksėdis,Šilalės rajono savivaldybė,LT
traksedziai,Traksėdžiai,Šilutės rajono savivaldybė,LT
traupis,Traupis,Anykščių rajono savivaldybė,LT
trepai,Trepai,Tauragės rajono savivaldybė,LT
tribonys,Tribonys,Šalčininkų rajono savivaldybė,LT
trilaukys,Trilaukys,Vilkaviškio rajono savivaldybė,LT
triobiskiai,Triobiškiai,Marijampolės savivaldybė,LT
triskoniai,Triškoniai,Pakruojo rajono savivaldybė,LT
troskuciai,Troškučiai,Mažeikių rajono savivaldybė,LT
troskunai,Troškūnai,Anykščių rajono savivaldybė,LT
trudai,Trūdai,Švenčionių rajono savivaldybė,LT
truikiai,Truikiai,Plungės rajono savivaldybė,LT
truskava,Truskava,Kėdainių rajono savivaldybė,LT
tryskiai,Tryškiai,Telšių rajono savivaldybė,LT
tubausiai,Tūbausiai,Kretingos rajono savivaldybė,LT
tubines-i,Tūbinės I,Šilalės rajono savivaldybė,LT
tukums,Tukums,Tukuma novads,LV
tulnikiai,Tulnikiai,Mažeikių rajono savivaldybė,LT
tulpiakiemis,Tulpiakiemis,Ukmergės rajono savivaldybė,LT
turcinai,Turčinai,Šakių rajono savivaldybė,LT
turgeliai,Turgeliai,Šalčininkų rajono savivaldybė,LT
turi,Türi,Järva maakond,EE
turmantas,Turmantas,Zarasų rajono savivaldybė,LT
tursuciai,Tursučiai,Marijampolės savivaldybė,LT
tusciauliai,Tuščiauliai,Vilniaus rajono savivaldybė,LT
tverai,Tverai,Rietavo savivaldybė,LT
tverecius,Tverečius,Ignalinos rajono savivaldybė,LT
tyruliai,Tyruliai,Radviliškio rajono savivaldybė,LT
tytuvenai,Tytuvėnai,Kelmės rajono savivaldybė,LT
ubiske,Ubiškė,Telšių rajono savivaldybė,LT
udekai,Ūdekai,Pakruojo rajono savivaldybė,LT
udraliai,Udraliai,Skuodo rajono savivaldybė,LT
ukmerge,Ukmergė,Ukmergės rajono savivaldybė,LT
ukrinai,Ukrinai,Mažeikių rajono savivaldybė,LT
uliunai,Uliūnai,Panevėžio rajono savivaldybė,LT
uogaliai,Uogaliai,Šilutės rajono savivaldybė,LT
uoginiai,Uoginiai,Kupiškio rajono savivaldybė,LT
uosininkai-i,Uosininkai I,Vilniaus rajono savivaldybė,LT
upninkai,Upninkai,Jonavos rajono savivaldybė,LT
upyna,Upyna,Telšių rajono savivaldybė,LT
upyna-2,Upyna,Šilalės rajono savivaldybė,LT
upyte,Upytė,Panevėžio rajono savivaldybė,LT
urvikiai,Urvikiai,Mažeikių rajono savivaldybė,LT
usenai,Usėnai,Šilutės rajono savivaldybė,LT
ustukiai,Ustukiai,Pasvalio rajono savivaldybė,LT
utena,Utena,Utenos rajono savivaldybė,LT
uzbaliai,Užbaliai,Vilkaviškio rajono savivaldybė,LT
uzda,Узда (Uzda),Уздзенскі раён,BY
uzezere,Užežerė,Mažeikių rajono savivaldybė,LT
uzgiriai,Užgiriai,Telšių rajono savivaldybė,LT
uzgiriai-2,Užgiriai,Marijampolės savivaldybė,LT
uzkalniai,Užkalniai,Raseinių rajono savivaldybė,LT
uzliedziai,Užliedžiai,Kauno rajono savivaldybė,LT
uzliekne,Užlieknė,Mažeikių rajono savivaldybė,LT
uzliekniai,Užliekniai,Šilutės rajono savivaldybė,LT
uzlieknis,Užlieknis,Plungės rajono savivaldybė,LT
uzpaliai,Užpaliai,Utenos rajono savivaldybė,LT
uzsieniai,Užsieniai,Šakių rajono savivaldybė,LT
uztilte,Užtiltė,Zarasų rajono savivaldybė,LT
uzubaliai,Užubaliai,Vilniaus rajono savivaldybė,LT
uzugriovis,Užugriovis,Vilniaus rajono savivaldybė,LT
uzuguostis,Užuguostis,Prienų rajono savivaldybė,LT
uzukene,Užukenė,Vilniaus rajono savivaldybė,LT
uzuneveziai,Užunevėžiai,Panevėžio rajono savivaldybė,LT
uzusaliai,Užusaliai,Jonavos rajono savivaldybė,LT
uzusiliai,Užušiliai,Biržų rajono savivaldybė,LT
uzvente,Užventė,Mažeikių rajono savivaldybė,LT
uzventis,Užventis,Kelmės rajono savivaldybė,LT
vabalai,Vabalai,Šilalės rajono savivaldybė,LT
vabaliai,Vabaliai,Radviliškio rajono savivaldybė,LT
vabalninkas,Vabalninkas,Biržų rajono savivaldybė,LT
vadagiai,Vadagiai,Mažeikių rajono savivaldybė,LT
vadaktai,Vadaktai,Radviliškio rajono savivaldybė,LT
vadokliai,Vadokliai,Panevėžio rajono savivaldybė,LT
vadzgirys,Vadžgirys,Jurbarko rajono savivaldybė,LT
vaickuniskes,Vaickūniškės,Trakų rajono savivaldybė,LT
vaiclaukis,Vaičlaukis,Vilkaviškio rajono savivaldybė,LT
vaidlonys,Vaidlonys,Anykščių rajono savivaldybė,LT
vaidotai,Vaidotai,Vilniaus rajono savivaldybė,LT
vaiguva,Vaiguva,Kelmės rajono savivaldybė,LT
vaikutenai,Vaikutėnai,Utenos rajono savivaldybė,LT
vaineikiai,Vaineikiai,Kretingos rajono savivaldybė,LT
vainiunai,Vainiūnai,Radviliškio rajono savivaldybė,LT
vainociai,Vainočiai,Telšių rajono savivaldybė,LT
vainutas,Vainutas,Šilutės rajono savivaldybė,LT
vaira,Vaira,Vilniaus rajono savivaldybė,LT
vaisvilciai-i,Vaišvilčiai I,Panevėžio rajono savivaldybė,LT
vaisvydava,Vaišvydava,Kauno rajono savivaldybė,LT
vaitiekunai,Vaitiekūnai,Radviliškio rajono savivaldybė,LT
vaitkunai,Vaitkūnai,Anykščių rajono savivaldybė,LT
vaitkuskis,Vaitkuškis,Ukmergės rajono savivaldybė,LT
vaivadai,Vaivadai,Panevėžio rajono savivaldybė,LT
vaivadiskiai,Vaivadiškiai,Jonavos rajono savivaldybė,LT
valai,Valai,Trakų rajono savivaldybė,LT
valai-2,Valai,Ukmergės rajono savivaldybė,LT
valakeliai,Valakėliai,Pasvalio rajono savivaldybė,LT
valatkoniai,Valatkoniai,Radviliškio rajono savivaldybė,LT
valaviciai,Valavičiai,Marijampolės savivaldybė,LT
valciunai,Valčiūnai,Vilniaus rajono savivaldybė,LT
valenai,Valėnai,Kretingos rajono savivaldybė,LT
valenciunai,Valenčiūnai,Šakių rajono savivaldybė,LT
valerava,Valerava,Kauno rajono savivaldybė,LT
valga,Valga,Valga maakond,EE
valka,Valka,Valkas novads,LV
valkininkai,Valkininkai,Varėnos rajono savivaldybė,LT
valmantiskiai,Valmantiškiai,Kauno rajono savivaldybė,LT
valmiera,Valmiera,Valmiera,LV
valozyn,Валожын (Valožyn),Валожынскі раён,BY
valpainiai,Valpainiai,Kelmės rajono savivaldybė,LT
vanagiai,Vanagiai,Šilutės rajono savivaldybė,LT
vandziogala,Vandžiogala,Kauno rajono savivaldybė,LT
varena,Varėna,Varėnos rajono savivaldybė,LT
varine,Varinė,Ukmergės rajono savivaldybė,LT
varkaliai,Varkaliai,Plungės rajono savivaldybė,LT
varkaliskiai,Varkališkiai,Ukmergės rajono savivaldybė,LT
varlaukis,Varlaukis,Jurbarko rajono savivaldybė,LT
varniai,Varniai,Telšių rajono savivaldybė,LT
varnupiai,Varnupiai,Marijampolės savivaldybė,LT
varpuciai,Varpučiai,Panevėžio rajono savivaldybė,LT
varputenai,Varputėnai,Šiaulių rajono savivaldybė,LT
varsedziai,Varsėdžiai,Šilalės rajono savivaldybė,LT
vartai,Vartai,Vilkaviškio rajono savivaldybė,LT
vartai-2,Vartai,Prienų rajono savivaldybė,LT
vasilenai,Vašilėnai,Kelmės rajono savivaldybė,LT
vaskai,Vaškai,Pasvalio rajono savivaldybė,LT
vatusiai,Vatušiai,Rietavo savivaldybė,LT
vaukavysk,Ваўкавыск (Vaŭkavysk),Ваўкавыскі раён,BY
veisiejai,Veisiejai,Lazdijų rajono savivaldybė,LT
veiveriai,Veiveriai,Prienų rajono savivaldybė,LT
veivirzenai,Veiviržėnai,Klaipėdos rajono savivaldybė,LT
veliucionys,Vėliučionys,Vilniaus rajono savivaldybė,LT
veliuona,Veliuona,Jurbarko rajono savivaldybė,LT
velzelis,Velželis,Panevėžio rajono savivaldybė,LT
velzys,Velžys,Panevėžio rajono savivaldybė,LT
vembutai,Vembūtai,Telšių rajono savivaldybė,LT
vencloviskiai,Vencloviškiai,Jurbarko rajono savivaldybė,LT
venta,Venta,Akmenės rajono savivaldybė,LT
venta-2,Venta,Akmenės rajono savivaldybė,LT
vente,Ventė,Šilutės rajono savivaldybė,LT
ventspils,Ventspils,Ventspils,LV
vepriai,Vepriai,Ukmergės rajono savivaldybė,LT
verbiskes,Verbiškės,Molėtų rajono savivaldybė,LT
verbunai,Verbūnai,Šiaulių rajono savivaldybė,LT
vereduva,Verėduva,Raseinių rajono savivaldybė,LT
veriskes,Veriškės,Vilniaus rajono savivaldybė,LT
veriskiai,Vėriškiai,Radviliškio rajono savivaldybė,LT
verksionys,Verkšionys,Vilniaus rajono savivaldybė,LT
verpena,Verpena,Kelmės rajono savivaldybė,LT
versiai,Veršiai,Šakių rajono savivaldybė,LT
versmininkai,Versmininkai,Šilutės rajono savivaldybė,LT
vezaiciai,Vėžaičiai,Klaipėdos rajono savivaldybė,LT
vezionys,Vėžionys,Prienų rajono savivaldybė,LT
vezionys-2,Vėžionys,Kupiškio rajono savivaldybė,LT
viciebsk,Віцебск (Viciebsk),Віцебская вобласць,BY
videniskiai,Videniškiai,Molėtų rajono savivaldybė,LT
vidgiriai,Vidgiriai,Pagėgių savivaldybė,LT
vidiskes,Vidiškės,Ignalinos rajono savivaldybė,LT
vidiskiai,Vidiškiai,Ukmergės rajono savivaldybė,LT
vidkiemis,Vidkiemis,Jurbarko rajono savivaldybė,LT
vidsodis,Vidsodis,Kelmės rajono savivaldybė,LT
vidukle,Viduklė,Raseinių rajono savivaldybė,LT
vidukle-2,Viduklė,Raseinių rajono savivaldybė,LT
vidutine,Vidutinė,Švenčionių rajono savivaldybė,LT
vidzy,Відзы (Vidzy),Браслаўскі раён,BY
vieksnaliai,Viekšnaliai,Telšių rajono savivaldybė,LT
vieksniai,Viekšniai,Mažeikių rajono savivaldybė,LT
viesinteles,Viešintėlės,Anykščių rajono savivaldybė,LT
viesintos,Viešintos,Anykščių rajono savivaldybė,LT
viestovenai,Vieštovėnai,Plungės rajono savivaldybė,LT
viesvenai-i,Viešvėnai I,Telšių rajono savivaldybė,LT
viesvile,Viešvilė,Jurbarko rajono savivaldybė,LT
vievininkai,Vievininkai,Elektrėnų savivaldybė,LT
vievis,Vievis,Elektrėnų savivaldybė,LT
vijoliai,Vijoliai,Šiaulių rajono savivaldybė,LT
vijukai,Vijūkai,Kauno rajono savivaldybė,LT
vijurkai,Vijurkai,Kelmės rajono savivaldybė,LT
vikonys,Vikonys,Anykščių rajono savivaldybė,LT
viktariskes,Viktariškės,Vilniaus rajono savivaldybė,LT
vileikiai,Vileikiai,Šilutės rajono savivaldybė,LT
vileikiai-2,Vileikiai,Ukmergės rajono savivaldybė,LT
vileikiskiai,Vileikiškiai,Širvintų rajono savivaldybė,LT
vilemai,Vilemai,Kauno rajono savivaldybė,LT
viliejka,Вілейка (Viliejka),Вілейскі раён,BY
vilionys,Vilionys,Kaišiadorių rajono savivaldybė,LT
viljandi,Viljandi,Viljandi maakond,EE
vilkaviskis,Vilkaviškis,Vilkaviškio rajono savivaldybė,LT
vilkija,Vilkija,Kauno rajono savivaldybė,LT
vilkija-2,Vilkija,Kauno rajono savivaldybė,LT
vilkiskes,Vilkiškės,Vilniaus rajono savivaldybė,LT
vilkiskes-2,Vilkiškės,Kaišiadorių rajono savivaldybė,LT
vilkiskiai,Vilkiškiai,Pasvalio rajono savivaldybė,LT
vilku-kampas,Vilkų Kampas,Šilutės rajono savivaldybė,LT
vilkupiai,Vilkupiai,Vilkaviškio rajono savivaldybė,LT
vilkyciai,Vilkyčiai,Šilutės rajono savivaldybė,LT
vilkyskiai,Vilkyškiai,Pagėgių savivaldybė,LT
vilnius,Vilnius,Vilniaus miesto savivaldybė,LT
vilnius-antakalnis,Vilnius (Antakalnis),Vilniaus miesto savivaldybė,LT
vilnius-balsiai,Vilnius (Balsiai),Vilniaus miesto savivaldybė,LT
vilnius-fabijoniskes,Vilnius (Fabijoniškės),Vilniaus miesto savivaldybė,LT
vilnius-grigiskes,Vilnius (Grigiškės),Vilniaus miesto savivaldybė,LT
vilnius-justiniskes,Vilnius (Justiniškės),Vilniaus miesto savivaldybė,LT
vilnius-karoliniskes,Vilnius (Karoliniškės),Vilniaus miesto savivaldybė,LT
vilnius-lazdynai,Vilnius (Lazdynai),Vilniaus miesto savivaldybė,LT
vilnius-naujamiestis,Vilnius (Naujamiestis),Vilniaus miesto savivaldybė,LT
vilnius-naujininkai,Vilnius (Naujininkai),Vilniaus miesto savivaldybė,LT
vilnius-naujoji-vilnia,Vilnius (Naujoji Vilnia),Vilniaus miesto savivaldybė,LT
vilnius-paneriai,Vilnius (Paneriai),Vilniaus miesto savivaldybė,LT
vilnius-pasilaiciai,Vilnius (Pašilaičiai),Vilniaus miesto savivaldybė,LT
vilnius-pilaite,Vilnius (Pilaitė),Vilniaus miesto savivaldybė,LT
vilnius-rasos,Vilnius (Rasos),Vilniaus miesto savivaldybė,LT
vilnius-santariskes,Vilnius (Santariškės),Vilniaus miesto savivaldybė,LT
vilnius-senamiestis,Vilnius (Senamiestis),Vilniaus miesto savivaldybė,LT
vilnius-seskine,Vilnius (Šeškinė),Vilniaus miesto savivaldybė,LT
vilnius-snipiskes,Vilnius (Šnipiškės),Vilniaus miesto savivaldybė,LT
vilnius-verkiai,Vilnius (Verkiai),Vilniaus miesto savivaldybė,LT
vilnius-vilpede,Vilnius (Vilpėdė),Vilniaus miesto savivaldybė,LT
vilnius-virsuliskes,Vilnius (Viršuliškės),Vilniaus miesto savivaldybė,LT
vilnius-visoriai,Vilnius (Visoriai),Vilniaus miesto savivaldybė,LT
vilnius-zirmunai,Vilnius (Žirmūnai),Vilniaus miesto savivaldybė,LT
vilnius-zverynas,Vilnius (Žvėrynas),Vilniaus miesto savivaldybė,LT
viluciai,Vilučiai,Utenos rajono savivaldybė,LT
vilunai,Vilūnai,Kaišiadorių rajono savivaldybė,LT
vindeikiai,Vindeikiai,Skuodo rajono savivaldybė,LT
vindeikiai-2,Vindeikiai,Širvintų rajono savivaldybė,LT
vingininkai,Vingininkai,Šilalės rajono savivaldybė,LT
vinksnenai,Vinkšnėnai,Šiaulių rajono savivaldybė,LT
virbalio-miesto-laukai,Virbalio Miesto Laukai,Vilkaviškio rajono savivaldybė,LT
virbalis,Virbalis,Vilkaviškio rajono savivaldybė,LT
virbaliskiai,Virbališkiai,Kauno rajono savivaldybė,LT
virbaliskiai-2,Virbališkiai,Kupiškio rajono savivaldybė,LT
virbaliunai,Virbaliūnai,Kauno rajono savivaldybė,LT
virgainiai,Virgainiai,Raseinių rajono savivaldybė,LT
virksciai,Virkščiai,Ukmergės rajono savivaldybė,LT
virsuziglis,Viršužiglis,Kauno rajono savivaldybė,LT
visaginas,Visaginas,Visagino savivaldybė,LT
visakio-ruda,Višakio Rūda,Kazlų Rūdos savivaldybė,LT
visalauke-i,Visalaukė I,Vilniaus rajono savivaldybė,LT
visbarai,Visbarai,Tauragės rajono savivaldybė,LT
vismantai,Vismantai,Pakruojo rajono savivaldybė,LT
vistytis,Vištytis,Vilkaviškio rajono savivaldybė,LT
vizanciai,Vižančiai,Skuodo rajono savivaldybė,LT
vladikiskes,Vladikiškės,Kaišiadorių rajono savivaldybė,LT
vokiskeliai,Vokiškėliai,Vilkaviškio rajono savivaldybė,LT
voniskiai,Voniškiai,Šakių rajono savivaldybė,LT
voru,Võru,Võru maakond,EE
vosbutai,Vosbutai,Jurbarko rajono savivaldybė,LT
vosgeliai,Vosgėliai,Utenos rajono savivaldybė,LT
vosiliskis,Vosiliškis,Raseinių rajono savivaldybė,LT
voskoniai,Voškoniai,Kauno rajono savivaldybė,LT
voskoniai-2,Voskoniai,Radviliškio rajono savivaldybė,LT
vosyliukai,Vosyliukai,Trakų rajono savivaldybė,LT
voveriai,Voveriai,Mažeikių rajono savivaldybė,LT
voveriai-2,Voveriai,Šakių rajono savivaldybė,LT
voveriskiai,Voveriškiai,Šiaulių rajono savivaldybė,LT
vyciai,Vyčiai,Panevėžio rajono savivaldybė,LT
vydeikiai,Vydeikiai,Plungės rajono savivaldybė,LT
vydmantai,Vydmantai,Kretingos rajono savivaldybė,LT
vysniunai,Vyšniūnai,Prienų rajono savivaldybė,LT
vytogala,Vytogala,Šilalės rajono savivaldybė,LT
vyzuoneles,Vyžuonėlės,Utenos rajono savivaldybė,LT
vyzuonos,Vyžuonos,Utenos rajono savivaldybė,LT
warszawa,Warszawa,Warszawa,PL
wolomin,Wołomin,Powiat wołomiński,PL
wyszkow,Wyszków,Powiat wyszkowski,PL
ylakiai,Ylakiai,Skuodo rajono savivaldybė,LT
zabki,Ząbki,Powiat wołomiński,PL
zadeikiai,Žadeikiai,Šilalės rajono savivaldybė,LT
zadeikoniai,Žadeikoniai,Pasvalio rajono savivaldybė,LT
zadvainai,Žadvainai,Rietavo savivaldybė,LT
zadvainiai,Žadvainiai,Joniškio rajono savivaldybė,LT
zadvarninkai,Zadvarninkai,Švenčionių rajono savivaldybė,LT
zadziunai,Žadžiūnai,Šiaulių rajono savivaldybė,LT
zagare,Žagarė,Joniškio rajono savivaldybė,LT
zagariai,Žagariai,Prienų rajono savivaldybė,LT
zagarine,Žagarinė,Šalčininkų rajono savivaldybė,LT
zaideliai,Žaideliai,Kupiškio rajono savivaldybė,LT
zaiginys,Žaiginys,Raseinių rajono savivaldybė,LT
zaizdriai,Žaizdriai,Trakų rajono savivaldybė,LT
zalavas,Zalavas,Švenčionių rajono savivaldybė,LT
zalesa,Žalesa,Vilniaus rajono savivaldybė,LT
zalpiai,Žalpiai,Kelmės rajono savivaldybė,LT
zalvariai,Žalvariai,Molėtų rajono savivaldybė,LT
zambrow,Zambrów,Powiat zambrowski,PL
zamosc,Zamość,Zamość,PL
zapyskis,Zapyškis,Kauno rajono savivaldybė,LT
zarasai,Zarasai,Zarasų rajono savivaldybė,LT
zarenai,Žarėnai,Telšių rajono savivaldybė,LT
zarenai-2,Žarėnai,Šiaulių rajono savivaldybė,LT
zaslauje,Заслаўе (Zaslaŭje),Мінскі раён,BY
zasliai,Žasliai,Kaišiadorių rajono savivaldybė,LT
zaugedai,Žaugėdai,Molėtų rajono savivaldybė,LT
zavisonys,Zavišonys,Šalčininkų rajono savivaldybė,LT
zebertonys,Žebertonys,Elektrėnų savivaldybė,LT
zeimiai,Žeimiai,Jonavos rajono savivaldybė,LT
zeimiai-2,Žeimiai,Ukmergės rajono savivaldybė,LT
zeimiai-3,Žeimiai,Šiaulių rajono savivaldybė,LT
zeimiai-4,Žeimiai,Radviliškio rajono savivaldybė,LT
zeimiai-5,Žeimiai,Jonavos rajono savivaldybė,LT
zeimuvenai,Žeimuvėnai,Telšių rajono savivaldybė,LT
zelenogradsk,Зеленоградск (Zelenogradsk),Зеленоградский городской округ,RU
zelkunai,Želkūnai,Prienų rajono savivaldybė,LT
zelsva,Želsva,Marijampolės savivaldybė,LT
zelva,Želva,Ukmergės rajono savivaldybė,LT
zelviai,Želviai,Kelmės rajono savivaldybė,LT
zemaiciu-kalvarija,Žemaičių Kalvarija,Plungės rajono savivaldybė,LT
zemaiciu-naumiestis,Žemaičių Naumiestis,Šilutės rajono savivaldybė,LT
zemaiteliai,Žemaitėliai,Vilniaus rajono savivaldybė,LT
zemaitkiemis,Žemaitkiemis,Ukmergės rajono savivaldybė,LT
zemaitkiemis-2,Žemaitkiemis,Šilutės rajono savivaldybė,LT
zemaitkiemis-3,Žemaitkiemis,Prienų rajono savivaldybė,LT
zemaitkiemis-4,Žemaitkiemis,Šilutės rajono savivaldybė,LT
zemale,Žemalė,Mažeikių rajono savivaldybė,LT
zemoji-panemune,Žemoji Panemunė,Šakių rajono savivaldybė,LT
zerksciai,Žerkščiai,Akmenės rajono savivaldybė,LT
zibalai,Zibalai,Širvintų rajono savivaldybė,LT
zibartoniai,Žibartoniai,Panevėžio rajono savivaldybė,LT
zibikai,Žibikai,Mažeikių rajono savivaldybė,LT
zibuliai,Žibuliai,Raseinių rajono savivaldybė,LT
zidikai,Židikai,Mažeikių rajono savivaldybė,LT
ziegzdriai,Žiegždriai,Kauno rajono savivaldybė,LT
ziezmariai,Žiežmariai,Kaišiadorių rajono savivaldybė,LT
zilpamusis,Žilpamūšis,Pasvalio rajono savivaldybė,LT
zindaiciai,Žindaičiai,Jurbarko rajono savivaldybė,LT
ziniunai,Ziniūnai,Joniškio rajono savivaldybė,LT
ziobiskis,Žiobiškis,Rokiškio rajono savivaldybė,LT
ziogaiciai,Žiogaičiai,Mažeikių rajono savivaldybė,LT
ziurai,Žiūrai,Molėtų rajono savivaldybė,LT
ziuriai,Žiuriai,Joniškio rajono savivaldybė,LT
